PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
24.3154118544759,20.4440243033074,-4.63599061394636,0.466186727266058,-0.853411166879171,-1.4056309101761,2.00120068365293,2.17005704315032,-0.817644337446464,-2.09672321861333,3.69333769328554,1.66066025094296,1.93742688108515,-1.73865369818252,1.27473273220966,0.817942528857668,2.64416093197611,0.717520574414634,0.285388226808617,-0.764842270459912
-11.0673828843516,1.85424094454693,-0.304620158401918,2.36449379237277,2.92160940729733,-6.37027169176506,3.48207793834242,-0.585338075655053,0.0239387869600492,4.47548252075611,-3.12535950607888,0.678449733374835,0.79237147552061,-5.98502069560256,-2.22199270885997,-2.21838955851466,-0.354235050804324,2.07474260544503,-1.91257105377795,1.73212739659932
-3.40217776140004,0.386705466524383,6.06914073482429,7.52239059624371,-1.08425745828881,-14.7646214146924,10.6128145764067,2.0665076058226,-3.16874855385659,-2.85287403994953,-2.88848994898486,-8.02624911817301,2.0485848587831,3.31613232155569,2.42379561276658,2.84380704284376,1.44326729841679,-2.35707845510607,3.29325143047567,0.814317893825668
-12.488958194293,3.3189370428416902,-2.3470864182017,0.318757718009143,3.28529953696941,-1.30713788161746,1.17649734666836,0.24447459438296,0.148643887665695,6.4124343761523,1.49118446981157,6.83732041360935,3.02970961251582,4.32451736468902,3.19289118970396,-1.52633815541552,0.907734010121717,-0.647053686929758,-0.638424024805491,0.739614774850184
-9.05859548581683,0.684845284774659,0.0990010347456607,-2.2070565791381,-21.0020924410808,-8.51466986749515,-14.0724676224066,1.68660788185804,1.09054612783863,0.96958689599314,-0.10971049707034,-0.684495023772231,0.358117594577643,-0.784711087328391,-0.57834968598225,0.0170954983052799,1.86682077116334,0.440003363739928,-0.0309237521697883,-0.105220032514431
-10.1476013343495,2.03276722488436,0.49343227436713,2.51381156366005,1.23570213748929,-7.87678676534499,4.97593206673532,0.122402575479206,-0.445347229456247,4.59157032244318,-1.74056144106509,2.74906416109025,-0.181072202142827,-4.0421419561549,-1.30477251267715,-0.144027381145782,-0.582278649225918,0.155976529975217,-0.506086670858793,-0.844810876055051
34.0673966530488,23.189863081552,-4.93842231986142,1.25244625040225,1.33813230687263,0.903040043127846,-0.981878398294185,-0.279102094628316,-0.452558027054275,-1.48696269230121,-1.01453572063376,-0.0349624789064496,1.84096119381687,-1.4943846229727,1.89067149327887,-2.29386216546535,-0.0151660460173091,-0.553322019882871,0.510944163430411,-0.200744994140305
-13.3204922495678,1.49987937889618,-3.23405724220591,-3.1960025133785,-7.28661014423755,10.6435330769915,5.99803627372794,-0.0174640493932801,-1.88845179952712,-1.77652436632208,-2.11889139737754,-0.509599507453384,0.619453489861566,-1.97662008208197,-1.59817965443054,0.790182791823922,-0.309897866885206,-0.78675104484627,0.922971287409617,3.00389941874333
20.6311843924564,-29.1518713974907,-8.80915104619663,-9.63263280810069,-1.62542533400855,-0.849596463563338,-1.91637894042144,-1.91476949811041,-0.725758930932111,-6.06318322211251,-3.25156513060683,5.40374803510485,-12.0108947403002,1.08838868422048,-0.731224545557492,-9.48999970717588,-0.747395402347967,-9.00185899950605,-1.2560367536009,6.02749262377722
11.0810628045618,-8.70434746983073,16.6665645599693,-16.4432599243676,3.08676931850913,-0.240401203181508,1.34125753039175,1.4223081371291,1.5523992301984,3.57299567841295,1.69166006174647,-6.0290184756241,6.75895492638336,0.619177678740672,-0.981015682881649,0.534467989101583,-1.5959903571766,-0.42944378319309,-3.26764911208889,2.16657441134318
-14.1913675739123,1.42742256527738,-5.91181668161494,-2.56414765292561,1.8275641888867,5.09211243970991,-4.6779793241771,-0.075494344431981,0.496108605350513,-6.57732736420046,1.87437559910477,-5.36667474940812,-0.0961469739017188,5.23069532279009,3.40708925376517,-2.79913378878958,0.424667800911844,1.60145102643022,0.414611406866497,-1.38562114532615
-12.954060448641,3.01416122644848,-2.31446611371943,-0.0640317844363328,1.60064718251192,-1.03526174610985,0.499665983385442,-0.299082264602078,-0.154199065232136,5.40272413455484,2.09694386035688,5.40479879159029,3.24557440479352,6.63665315950968,2.5195826486889,0.444323789442213,2.08288071100035,-1.08951876848725,-0.862179887738634,1.63357687743464
